text,cmp_code,id,immigration_related
A Shorten Labor Government strongly opposes unfair changes to the Australian citizenship law.,607.2,63320_201905,TRUE
"Scott Morrison and the Liberals are saying to migrants that unless you can speak university-level English, you will not be allowed to become an Australian citizen.",607.2,63320_201905,TRUE
Replace Tier 2 work visas with a more flexible merit-based system.,602.2,51421_201912,TRUE
Understanding the financial implications,607.2,63810_201905,TRUE
"Our immigration system should be accountable to Canadians and rooted in the values of fairness, respect, and dignity.",602.2,62320_201910,TRUE
Abuse of Immigration System: We will get tougher on abuses of our migration system by ensuring implementation of the new enforcement and deportation provisions in the recently enacted International Protection Act.,602.2,53520_201602,TRUE
"This visa category will run for a maximum of 3 years, though visas may be extended for another year or converted to permanent residence after 2 years if all eligibility requirements are met.",602.2,63320_201607,TRUE
The SNP always fights for the interests of the people of Scotland.,602.1,51902_201912,TRUE
"This year 13,750 places will be made available for resettlement in Australia rising to 18,750 in 2018/19. Once again these places are going to those most in need around the world, not people arriving by boat.",602.2,63810_201607,TRUE
Scotland relies on migration for growing our population – more so than anywhere else in the UK.,602.2,51902_201912,TRUE
"An Office for Multicultural Affairs will be created in the Australian Public Service to improve coordination, policy development, research and evaluation, and program management.",607.2,63320_201607,TRUE
"Regulate the immigration consulting industry to ensure universally fair, legal and accessible services to help people navigate the immigration system.",602.2,62110_201910,TRUE
and restore the overseas domestic workers’ visa.,602.2,51320_201912,TRUE
The education system has a key role to create the growth that is needed and to make fluency in both our national languages the norm.,602.1,51901_201912,TRUE
"During the pandemic, the Morrison Government actively reviewed the immigration and visa system to meet Australia’s workforce needs and keep our economy moving.",602.2,63620_202205,TRUE
"We are reforming our labour mobility programs (Pacific Labour Scheme and Seasonal Worker Program) to make them easier to access,",602.2,63620_202205,TRUE
Actively recruiting leaders in their field to come to the UK.,602.2,51620_201912,TRUE
"We have committed to providing at least 31,500 places for Afghan nationals over the next four years through our Humanitarian and Migration programs, prioritising former locally engaged employees and their families, those with enduring links to Australia and minority groups including women and girls.",602.2,63620_202205,TRUE
The Morrison Government provides a settlement framework to help new migrants integrate into Australian life that is widely considered best practice.,607.2,63810_201905,TRUE
"For those Ukraine nationals who have been forced to flee Russia<92>s military invasion, and who wish to join family and friends in Australia, we are providing access to three year Temporary Humanitarian Concern visas.",602.2,63810_202205,TRUE
NO HARDENING OF THE BRITISH BORDER IN IRELAND;,602.1,51210_201912,TRUE
"Increase Australia’s humanitarian intake to 50,000 people per year",602.2,63110_202205,TRUE
"Tory immigration proposals would be disastrous for Scotland, sending our working-age population into decline, threatening tax revenues and causing serious staffing shortages in our NHS, care services and key sectors such as tourism, agriculture and construction.",602.2,51902_201912,TRUE
Increase the adult allowance from €19.10   up to €38.74 as recommended by the Working Group over the lifetime of the Government.,602.2,53620_201602,TRUE
Implement the recommendation of the Standing Committee on Citizenship and Immigration to grant permanent resident status immediately to those who have refused or left military service in a war not sanctioned by the United Nations.,602.2,62110_201910,TRUE
And we will increase visas for victims of human trafficking at a time when mass migration has affected so many vulnerable communities.,602.2,61320_202011,TRUE
We believe Scotland should be the location for these pilots.,602.1,51902_201912,TRUE
The dominant voice in the Tory party has been of right-wing English nationalism.,602.1,51210_201912,TRUE
"and facing up to the centuries-long campaign of violence, fear, and trauma wrought upon Black Americans.",602.1,61320_202011,TRUE
"Government settlement services assist these migrants with employment, education and training, housing, health, legal and services.",607.2,63810_201905,TRUE
A re-elected Coalition Government will: Deliver a flexible and responsive visa program that ensures Australia has the vital skills needed to cement our economic recovery.,602.2,63810_202205,TRUE
"Many British citizens have benefited from freedom of movement, which has given them the opportunity to study, work or retire abroad.",602.2,51320_201912,TRUE
"Healing the soul of America means facing up to the deepest inequities in our society, from structural racism to misogyny to discrimination against people with disabilities,",602.1,61320_202011,TRUE
$4.8 million towards employment coaching and mentoring for skilled evacuees.,602.2,63810_202205,TRUE
The Westminster system has been shown to be broken and incapable of meeting Scotland’s needs.,602.1,51902_201912,TRUE
and remove the 10-year waiting period for waivers to the permanent bars that keep loved ones apart.,602.2,61320_202011,TRUE
